source,Rating,ReviewText,PUBLISH_TS,organisation
tripadvisor,3 stars,"We stayed for two nights at the hotel, it's a convinient location as we travelled with Eurostar. It's quite average.. quite old and small rooms, but ok for the money. The only thing that REALLY bothered us was the fact that it got really stuffy during warm days/nights. The A/C in the room is simply medieval, it worked all night long and there weren't any changes in the temperature. We had to open the window to let some fresh air in, but it was quite noisy outside so we did not have a really good sleep. We did not have breakfast at the hotel as I always find them a rip off and not at all enjoyable. After you check out you can leave your bags in the hotel's baggae room, they have lockers and you have to pay approx 3 Euros for up to 24hrs for a medium locker (which fits two hand sized luggages)",2015-06-14,ibis chateau-landon
tripadvisor,2 stars,Very basic hotel but served a purpose as we only used it as a base. No kettle in the room which even for a basic hotel I was surprised at! The whole place looks tired and in need of a makeover. We did get a good night's sleep as the bed was very comfortable.,2015-05-21,ibis chateau-landon
tripadvisor,4 stars,It is a nice hotel for either business or leisure travelers. It has convenient access to subways and railways. The hotel was clean and comfortable.,2015-05-17,ibis chateau-landon
tripadvisor,2 stars,"Have stayed here in the past very happily but really disappointed this time - every morning there was NO BREAD - surely pretty basic in France of all places. After complaints it appeared in minimal quantities. In addition the bathroom, although apparently clean, stank to high heaven. We were not impressed with the lackadaisical attitude of kitchen staff",2015-05-09,ibis chateau-landon
tripadvisor,3 stars,"This hotel is 200 meters away from Metro Louis Blanc and Chateau Landon. Gare de l'Est and Gare du Nord are 10 minutes by walk from this property. Metro station Stalingrad is also 10 minute walk. The room and reception area has wifi. However if your smartphone has only chrome browser then it will be a challenge to connect to free wifi offered by hotel. Remedy is to download any other browser before checking in the hotel. The room is compact with double bed with side table stand on either sides. A very small shelf serves as wardrobe. The room heater was very good and we always felt nice and warm once we checked in the room, especially after the stroll in the colder evenings. The room feels little damp. A generous serving of room fragrance will really help. One nice design feature in the bathroom is provision of a recess in the floor area, from which the water drains quite slowly. I noticed it serves two purpose: Keeps the feet drenched in warm water even after bath and secondly it conserves water by limiting the time of bath. After some time of bath, the recess gets filled with water and starts overflowing to the proximity of the room. Not sure if this design feature was intentional but i liked fact that it helped conserve water. The wash basin is provided with hair dryer. The breakfast menu was so boring. The staff in the breakfast counter also not friendly. This is one point that will make me think about checking in this hotel again. However the staff at reception are friendly and give local suggestions. The hotel has automatic luggage storage cabinets. You could hire smaller, medium and large cabinets for 3, 5 and 10 euros as coins respectively. The hotel does not have a restaurant .One needs to walk to Gare de l'Est or Gare du Nord for access to better restaurants.",2015-05-03,ibis chateau-landon
tripadvisor,4 stars,"Was at the hotel from 17.02.2015 to 20.02.2015. Good hotel. Half kilometer from Gar du Nord, Railway station.You will get Eurostar from this station to go to London. Chateau Landon is nearby Metro station for going Eiffel Tower & Louvre museum which is 3 &6 kilometres. Conveniently located for Tourists.",2015-04-21,ibis chateau-landon
tripadvisor,4 stars,"We stayed at this hotel for 5 nights in April and were very happy with the hotel. It's conveniently located for both the gare and metro, with a lovely boulanger and restaurants by the station. The bathroom was clean and spacious and the bed very comfortable. It would have been nice if there were tea/coffee facilities provided in the room, but this didn't spoil our stay at all",2015-04-20,ibis chateau-landon
tripadvisor,4 stars,"This hotel is just a stone's throw away from Gare-du-nord and chateau landon metro. Rooms and other amenities are typical Ibis -- just serves the purpose. With numerous places to eat nearby and great connectivity, this has to be one of the best VFM hotels in Paris",2015-04-18,ibis chateau-landon
tripadvisor,4 stars,"I booked this hotel for two nights for a school group, so got a special group rate discount. The location is excellent, close to Gare du Nord and Metro stations. Nice restaurants nearby that we ate at. The hotel itself has typically small Parisien rooms, but they were fine for our use. The breakfast was included in our package and was a standard Continental Breakfast of good quality.",2015-04-08,ibis chateau-landon
tripadvisor,4 stars,"Close to GdN, better to take Gare de la Magenta exit and walk left, as there are too many ibis around. Service is good, but they did not return the EUR1 charged for card verification at check-in, even after follow-up. The paid locker in the basement is very useful for storing luggage.",2015-03-30,ibis chateau-landon
tripadvisor,4 stars,"Beautiful place to stay, the staff are friendly, the hotel is very clean & affordable for Paris. The hotel is only a Short walk away from train stations & Metros. The heart of Paris is just a short Metro ride away! My partner absolutely LOVED the breakfast at this hotel, he said it was the best one yet! Not many Gluten Free options for breakfast, just fruits. The rooms are small, but aren't all rooms in Paris small? It is still liveable. The free WIFI is always a great touch! Great stay at this hotel, we really enjoyed our time! A small tip: There are SO many Ibis Hotels in Paris, especially in this region, double check which one you have booked at, as we had trouble finding the correct one thanks to our travel agent. Luckily all the staff are so friendly they called around to find our ""Ibis Gare Du Nord"".",2015-03-25,ibis chateau-landon
tripadvisor,4 stars,"The hotel is well placed for a trip to Paris, only 10 minutes amble from Gare du Nord, and 5 minutes from the nearest Metro station (Louis Blanc). The staff were friendly, the rooms are a good size and clean, although it looks about time for some redecoration. Breakfast was pretty good too. Our previous experience of the chain was an Ibis Styles - I have to say the Breakfast here was better, but we were quite disappointed that later in the day we had to pay 2euro50 for a cup of tea and there are no drink-making facilities in the room (this is where I point out that drinks are free at Ibis Styles...). Whether you like the bed or not is down to personal preference, but we found the pillows to be far too soft. The only English TV channel offered is BBC World, but there is a USB connection which comes in handy for watching your own movies/TV shows, etc. We were out in the area for dinner at night and felt quite safe, although I wouldn't recommend being in the area of Gare du Nord at night.",2015-03-15,ibis chateau-landon
tripadvisor,2 stars,"Our room was minute with only just enough room to fit the bed and walk around it. The fittings were old and tired. There had been a flood in the bathroom at some stage and the wooden floor in the bedroom was warped and stained. However, the room was clean and the bed comfortable.",2015-02-02,ibis chateau-landon
tripadvisor,4 stars,"I stayed in Paris on my own this time and I found the hotel was in a very handy location for me to come and go as I pleased during my stay, The reception staff very helpful as I did not speak French however they did speak English. The directed me to the train line and and local shops, shops, booked me in to see Moulin Rouge and organised transport to pick me up..very helpful. Brekki was included and really nice. I smorgasboard of food for brekki and very nice and plentiful. I would stay at this hotel again as location was great, staff very helpful and rooms were clean & comfortable. A good deal.",2015-01-25,ibis chateau-landon
tripadvisor,4 stars,"We were only going to be in Paris overnight and choose this hotel because we could easily walk to our train the next morning. Very convenient to both Gare du Nord and Gare de l'Est. Our room was small, but clean, comfortable and perfectly adequate. Nice big bathroom with a big tub and a very powerful shower sprayer (but no shower curtain, which was a bit odd!) Free WiFi and a cafe/bar downstairs where you could get coffee and refreshments. They also had breakfast available for an additional fee - we preferred to check out the local bakeries! You could store luggage in their lockers downstairs for a fee.",2015-01-17,ibis chateau-landon
tripadvisor,2 stars,"I got put up here by SNCF when the delayed TGV got me stranded in Paris. It is not at Gare du Nord, but on the northern end of the rails leading to Gare de l'Est, a good 20 min walk with luggage. The room obviously used to be a smoking room and was so sprayed full of room spray that I could hardly breath. Although I opened the window for a good half hour (at temperatures outside at about freezing), it was still so strong that it woke me up during the night and I had to air the room again. There were lots of little faults like damaged cladding, leaking shower door which resulted in flooded bathroom etc. The towels were so think they had obviously been washed to near extinction. The breakfast room had all the charm of a school cantine. Overall I have stayed in many Youth Hostels which were in better nick. I would avoid it and refuse to go there if I was in the same situation again.",2015-01-06,ibis chateau-landon
tripadvisor,3 stars,"I've been given to understand that most Hotel Rooms in Paris are tiny and so I will limit this review to location and breakfast. I'm the kind of traveler who needs his eggs and sausages and bacon for breakfast - but here, none of that is available. In fact, there were no hot foods as part of the buffet, except for the coffee. And in a Parisian Winter, one would like hot food! The other thing is, the Hotel itself is pretty far away from most places and unless you use the metro, the central part of the city is about 20-30 minutes away. But, the staff were earnest and helpful and it does have a 24-hour coffee shop, so it wasn't all bad.",2014-12-17,ibis chateau-landon
tripadvisor,4 stars,"I had to catch an early flight out of Paris and so chose this hotel in order to be fairly central but still be able to get to CDG quickly.Good decision. It's less than a 10-minute walk from the Gare du Nord station, across a bridge, where a train on RER B takes 35 minutes to get to the airport. Make sure you go to the right Ibis! The place is a cut above the typical budget hotel. It's modern and comfortable (though my room was tiny). A big plus is the excellent breakfast - lots of choice and good quality. The number of people from the Indian sub-continent staying at the hotel made me suspect that there must be some good Indian restaurants in the area.There are! Try the basic but good Madras Cafe on rue du Faubourg St Denis.",2014-12-15,ibis chateau-landon
tripadvisor,5 stars,"I think it's important to clear up some confusion (like I experienced initially). There are 2 Ibis Hotels close to Gare du Nord. One is right by the station and one is across the bridge from the station. This page is for the latter. My wife and I stayed here from 01/12-07/12 and I was really happy with everything. From the service, to the size of the rooms, to the breakfast. The beds are comfortable and the bathroom is big enough for essentials. There is no place for bags in the rooms but you may store them on a lower level of the hotel. Breakfast might seem a bit limited as the same food is served everyday, but the quality is great. The only issue we had was with the available seating space. But you can enjoy breakfast from early till around 12, so you're sure to find a gap. It is located close to Gare du Nord, be we ended up using the metro at Louis Blanc more, since it is a lot closer than the bigger station and a lot less busy. I would definitely recommend this to all and would stay here again whenever we return to Paris.",2014-12-06,ibis chateau-landon
tripadvisor,1 stars,"When we arrived the man at the reception was very distant and indifferent. The room was small and with a travel coat we had absolutely no room to put our bags. There was only one socket in the room which needed serious refreshing. The restaurant was proposing basic and heated up food and the waiting staff was constantly eating in front of us, laughing and texting. The parking was incredibly tight with out of order lift (we had to carry the pushchair and the luggages all the way up). All this for an hyper expensive bill. Honestly, I felt I had been ripped off and I was not expecting such an horrible experience from an Ibis hotel.",2014-12-04,ibis chateau-landon
tripadvisor,1 stars,"Let me make this story short for you. I have been to Paris for 2 days business trip. I have arrived to the hotel at approx. 8pm. I had to wait in the reception ~25 min to get booked in as only one receptionist was working and she was clearly not in a hurry to speed up the queue. I have requested an invoice for my stay. Other receptionist has made 7 mistakes while rewriting company details from my card! The room itself was a just fine, with no extras though. Bathroom however was a total disaster. Hinge of the shower door was broken so I had to lift the whole door to close them. Mirror was well worn with several grey patches at the bottom. Flush in the toilet was not working properly either. It required several presses to flush the water. But the worst thing of them all was standing water in the shower! Hotel was offering free WiFi which was extremely slow. If you wanted better performance you had to pay for premium connection. The selection of food for the breakfast was very poor. Hotel claims to step up to premium standards and is willing to compensate for issues. When I was checking out on the next day I have made a verbal complaint. Receptionist replied to me that the technician will be notified. That's it! Shall I just say that this stay cost me 142eur...",2014-11-20,ibis chateau-landon
tripadvisor,5 stars,"Stayed in the IBIS from 25th - 27th October. I chose it mainly for it's price and location and I was not let down. The location is superb, only 5 minute walk from Gare Du Nord and only 2 minutes from the Metro. The room was comfortable and clean and my son and I had 2 good nights kip. The buffett breakfast was superb and had loads of choice from cereal, to fruit, yoghurts, pastries and cold meat and cheese and you were allowed as many visits as you like. I intend to visit Paris again and will definitely seek to stay here again.",2014-11-20,ibis chateau-landon
tripadvisor,3 stars,"I stayed in this hotel for two days and it is worth it the price you pay according to its location and price. The rooms are pretty small, but we don't need much space as we are just for visiting, not staying in the room. However, the soundproofing is really bad (you can hear everyone walking through the corridors). The breakfast is quite expensive for what it offers.",2014-11-16,ibis chateau-landon
tripadvisor,3 stars,"Best part Hotel is in good location which has many Indian restaurants , connectivity to other sight seeing places is very good. Hotel provides very basic facilities. I stayed in room 715, corner front side double bed room. We had view of Eiffel tower from window. Room size is small, bathroom is very small but all was very clean. No special amenities which may be provided in comparable hotel. TV set has some English channels. When I returned to room around 12 in night, room was cold so called reception to check for heater, the lady on phone said heater should be working by default. I asked her to send someone to check but she instead asked me to come down to reception to take manual. I was very sleepy took blanket and slept but after sometime felt cozy. Next Morning their lifts had some issue they were not working so I had to climb down stairs to have breakfast from 7th floor. Lifts started working after 11 am, saw many people carrying heavy suitcases to ground floor own their own. I had asked if somebody can bring my luggage down but reception guy said you bring it own your own. Breakfast was very basic again, average breakfast nothing much to mention.",2014-11-10,ibis chateau-landon
tripadvisor,2 stars,"I have stayed in many ibis but this is the worst one so far. The staffs are rude, the lift is so small. 2 people with 1 Pc luggage was the lift space. The rooms are smaller with no kettle or mini bar. The air conditioner doesn't work and was told the ACs are generally switched off in Paris during the month of September. With no ventilation you can imagine how the nights will be. Not worth staying here.",2014-10-28,ibis chateau-landon
tripadvisor,4 stars,"a very sweet and well located hotel, location is definitely a plus for tourist specially if you are from India as this is near to most of Indian restaurants and gare du nord is walking distance which make ur last minute connectivity easy",2014-10-21,ibis chateau-landon
tripadvisor,2 stars,"Check out time is noon, but if it ""appears"" like you're not in your room they will clean it and kick you out. The maid came in yelling in French, used the phone in my room and continued to yell at someone else in French in front of me. When she left the phone rang and I was told I had to leave because they had already cleaned my room. This is the second time I've stayed in an Ibis hotel and I promise I will never come back after the way I was treated.",2014-10-19,ibis chateau-landon
tripadvisor,3 stars,Stayed here as a couple. Rooms are very basic but clean and comfortable. Breakfast was good. Staff was polite. They arranged a cab to get to the airport. Restaurants are a short walk from the hotel. Would stay again if travelling on a budget.,2014-10-14,ibis chateau-landon
tripadvisor,4 stars,The check in was very prompt. Got the room at 10.30 am in place of the usual check in time. Very clean and functional rooms. Excellent location close to Gare Du Nord. Sarvanna Bhawan next door. Safe area.,2014-10-13,ibis chateau-landon
tripadvisor,4 stars,"My sister and I returned yesterday from our 3 night mini break. Ideal location, a short walk from the Gare du Nord and a close Metro stn. Staff are friendly, welcoming and ""accommodating"". The breakfast room is bright and cheery, with modern prints on the walls and a good choice of Continental breakfast selections, and service begins at 6:30, ideal for our early departure. Our room, on the other hand, was very small, even for 2 tiny ladies with minimal luggage; just as well we were related! The room was stuffy, too, but we were unable to leave the large window open overnight due to loud street noise. The room & bathroom were kept clean, but the towels, originally white, were now shades of grey and so very thin they required changing every day, an environmental extravagance we try to avoid. The curtains, too, were so worn, chinks of light came through in several places. Overall, tho', we felt safe and had a marvellous holiday, made so by the location. Thanks.",2014-10-13,ibis chateau-landon
tripadvisor,3 stars,"This Ibis is the usual 'Ibis basic' but for a French hotel it is not so cheap Reasonably convenient to Gare du Nord and Gare de l'Est although not the best of Paris environments Good points were availability of free WiFi - a great boon and reasonable although basic breakfasts Downside was the rooms were too hot, impossible to open windows because of the street noise and air con did not work plus slowness of check in in the evening due to undermanning of the Reception",2014-10-06,ibis chateau-landon
tripadvisor,5 stars,"Made the early check in, staff was really nice, the room was pretty good, had space, nice bed. The hotel is close from Gare du Nord, but during the night its complicated to walk through the area. There is a lot of options of markets and restaurants around. Was a nice experience. Thanks",2014-09-26,ibis chateau-landon
tripadvisor,5 stars,It is well located and the area seems fine. The bedroom was perfectly adequate although nothing special. It was clean and completely functional. The hotel itself is clean and pleasant and the reception staff were too!,2014-09-15,ibis chateau-landon
tripadvisor,4 stars,"Very close to metro station. Room size is great for ibis standard. Loved the room. The only missing part was the number of power outlets. Total two in one room, that's it. It's too few, this is a consisten issue with ibis. They should either offer a multiplying on request. Overall a good experience, swift check and swift check out.",2014-09-14,ibis chateau-landon
tripadvisor,3 stars,"Restaurant staff were excellent,reception staff portrayed an uninterested attitude and when enquiring about English speaking tv channels as advised to, I was abruptly told that I was in France. Poor ventilation in toilet",2014-09-01,ibis chateau-landon
tripadvisor,1 stars,"Rooms were small and bathrooms were real crampy. Bathrooms were so small that you cannot turn around and had to hit walls. The reckless staff when asked about this told that its Paris so everything is small !!!!! The staff never tried to make our stay better... When asked for directions i was just told that please ask someone on the streets to get a clear directions to RER stations !!! Every question of ours are simply shrugged off and it clearly manifests their careless attitude. The bathrooms had the windows locked and there was no ventilation at all. This made worse to the already crampy bathrooms. The rooms were very small and you hardly had a feet distance to walk around. I had to hit many times the TV shelf unit to make my way around the bed to open windows. Extremely unhappy with the overall stay, rooms and bathrooms and not at all recommended again to anyone until and unless you have no other choice.",2014-08-17,ibis chateau-landon
tripadvisor,4 stars,hotel clean and tidy and friendly staff what more could you want for a few nights stay.the rooms are a bit on the small side but you are only sleeping there and they were cleaned to a high standard. breakfast is continental but good . the hotel is only 5 mins walk from the main railway station so ideal if travelling on Eurostar. great hotel to stay for getting to central paris. plenty of nice cafes to eat nearby. would stay there again when going to paris for the weekend again,2014-08-16,ibis chateau-landon
tripadvisor,3 stars,"One of the typical ""older"" Ibis hotels. Small rooms and some minor damages (bathroom) - you can see the age. Nevertheless - with a good bed (like all Accor hotels). Wifi with ok speed. Small bar & restaurant with very nice and friendly staff. All in all good value for money - if you compare with other Hotels in Paris. Annoying was that we agreed a late check out and the cleaning lady tried to push us out of the room - we left the hotel with a bad impression compared to an overall nice stay!! Just a 7min walk from Gare du Nord so conveniently located if you arrive by train. Close to Metro 7 (station Louis Blanc). Several nice and not too expansive restaurants close by (many Japanese!).",2014-08-13,ibis chateau-landon
tripadvisor,2 stars,"Bad location. Small rooms. Luggage storage payable. Breakfast not good (heated very dry bread). Dust on the tv, lamps etc. If it is Ibis it does not necessarily need to be bad just because it is in Paris!",2014-08-07,ibis chateau-landon
tripadvisor,3 stars,"I generally find the Ibis group of hotels consistent in quality and service however this one was disappointing. Staff all pleasant but they were understaffed. Quite a wait to check out or get any service for breakfast. Breakfast selection poor, toaster turned off or broken, dirty cutlery and crockery. It was a warm night and the air conditioner did little to cool the room which was also quite noisy. Was offered no recognition of being an Accor LeClub member. Free WiFi difficult to connect to. No complimentary water or kettle in room. I believe the understaffing might have been a once off as Ibis usually good. I received a prompt email apology from the Manager after completing online feedback so hopefully some issues may be resolved already.",2014-08-05,ibis chateau-landon
tripadvisor,3 stars,"Stayed at this hotel between the 6-9th June , the service at the desk was pleasant enough only spoke when checking in and out , we were on the 1st floor so at night with the windows open it got very loud (it was very hot weather) and the air con didn't do much to help it was loud also , the rooms are tiny! But you get what you pay for , very limited plug sockets made it very difficult charging phones or even styling your hair ( Mirror was across the other side of the room) , but we didn't spend to much time in our room we had a lot of Paris to see , this hotel is not fair from the train station so that's great just a long walk to any other important sight seeing areas and I wouldn't like to walk back late at night , overall not a bad place to stay if your not a fussy person",2014-08-05,ibis chateau-landon
tripadvisor,4 stars,"This is my second time staying in this hotel. The location is definitely a plus in combination with the price, of course. The hotel is definitely within walking distance from Gare du Nord. As it is not really next to the train station, the environment is much better than it is nearby the station itself. The hotel staff are the reception are very friendly and helpful, especially in terms of providing handy information regarding visiting Paris. Their English is also terrific. The rooms are quite small; yet, clean. The only thing that I found not amusing is the room service people - just like my last stay, they always knock at your door to clean your room, even when you said ""later"". Also, I do think that even the room service staff should have a basic understanding of the English language to make it easier to communicate.",2014-07-28,ibis chateau-landon
tripadvisor,1 stars,it's a really really terrible experience to stayed in here! we went to Paris in 11pm and we booked for double room but they gave us a single room! They said there was no room for us!Only this single room! we booked the room for two months ago and they said it was computer's mistake not their fault! I can't believe that IBIS is a such good chain hotel but why it's terrible in this PARIS GARE DU NORD CHATEAU LANDON?,2014-07-10,ibis chateau-landon
tripadvisor,2 stars,This hotel was a disappointment. It was my first time at ibis and I was disappointed. I stayed here 3 nights with a group of friends. The rooms where small and crapped. They had no safe and the water spilled out of the shower on to the floor. My room was on the 7th floor room 702. I do not plan on ever visiting ibis hotels again!,2014-07-06,ibis chateau-landon
tripadvisor,1 stars,"As basic as it gets. Room is small and the bed is only a thin mattress laid upon a hard frame. The most worrying thing is the security of the hotel. My 28"" suitcase was stolen from my hotel room without a trace of breaking into. it is unacceptable for a hotel chain like Ibis. Has been a week since the incident and police report. No respond from the hotel except an email after i gave a bad review via their on-line survey saying they will improve. Will never stay in an ibis chain ever!",2014-06-26,ibis chateau-landon
tripadvisor,2 stars,"Have low expectations... + location, close to station - air conditioning hardly working, small rooms, ugly interior, un welcoming staff, worn down rooms Maybe it is true; Paris hotels are supposed to be small and hot, with a not so great staff.",2014-06-23,ibis chateau-landon
tripadvisor,2 stars,"If you want a budget room in Paris and are not picky, this place is OK. It is about fifteen minutes on the Metro from central Paris (Notre Dam, the Louvre, etc). This is a bare bones hotel room with minimal space (try 8-12"" between the bed and wall on one side and less that 2 feet on the other) and paper sheets on the 2"" thick foam mattress. There is no dresser, but they do provide cubbies and a log narrow shelf for your luggage and things. Our television remote did not work and, as such, neither did the TV but we do not speak French so we did not mind much. Our shower plugged up and flooded the bathroom but the staff moved us quickly to another room with a working shower. On the plus side, the hotel offers a continental breakfast for a fairly reasonable price (when compared to what you can find along downtown streets) with cereals, breads, pressed ham, apples, yogurt, a potato pie, juice and coffee. Also a double door on the room keeps noise from the hallway to a minimum. Most of the staff tried their best to not be helpful (could not give us any information about anything) but were not exactly rude....",2014-06-21,ibis chateau-landon
tripadvisor,4 stars,"This hotel was in a great location and close to a few metro stations especially gare du nord. The breakfast wasn't too bad, the staff at the desk are helpful and the rooms weren't too bad except that the air con is terrible. The food from the restaurant is pre packaged and heated in a microwave and the cost is quite pricey for what you get.",2014-06-15,ibis chateau-landon
tripadvisor,1 stars,"This hotel almost ruined my tour through Europe. My partner and I stayed at this hotel from May 27th to May 31st. Check in was smooth and I was assigned a room on the 4th or 5th floor (I don't remember exactly). I opened the door and saw the ugliest room I've ever seen in my entire life. I didn't look like a 3 star room. Not even a hostel room. I had requested a double bed and got two single beds. The room was tiny even with only two single beds. I went to the reception and asked if they had a double bed. I had to wait 10 minutes and got a new room. This one on the second floor. It was better than the first room but still the worst room I've ever stayed in. I was considering booking another room at a different hotel but it was very expensive because it was last minute and I would've lost the money I paid for 4 nights at this Ibis ""hotel"". I decided to stay and here's what I have to say: I didn't have a wall adapter and asked if they had one. Of course they did but I had to give them a 20 Euro deposit which was ridiculous (Never had to leave a deposit at the other 4 hotels I stayed during my trip). The guy who was very rude printed a receipt for the record but he didn't give me a copy (I thought I didn't need one). When I checked out and gave the adapter back, they didn't want to give me my deposit back. They said that there was no record of my deposit. Finally after some time they found the record and gave me my deposit back. The room: It was very small. The bed was soft and surprisingly comfy (only positive thing about the hotel and the room).There were two visible dried blood stains on the wall below the window. That would be the first thing you'd see when entering the room. There were also smoke stains on the wall around the ventilation system. The bathroom was too small. The shower wasn't big enough for me (I'm 5'7 weighing 140lb). I would hit the walls and the shower knobs with my elbows. The hot water would get freezing cold suddenly and then hot again constantly for some reason. We had to use a towel every time we showered because the water from the shower leaked onto the bathroom floor. There was mold all over the ceiling. The panel below the bathroom window had yellow stains (see picture). The staff: They were rude for the most part and were not customer oriented. The cleaning staff were the worst. Our room didn't have the ""do not disturb"" sign you hang on the door. I don't think any room had it. I didn't see one anywhere. The cleaning lady would knock on the door around 10am when we were sleeping (we were jet lagged). We wouldn't open the door and she would leave. Everything is fine to this point. Then, a couple of minutes later, she would try again for a longer period of time, and then again. We even got a phone call from the reception!! Come on!! The cleaning lady would try until I had to open the door and let her know that I didn't need her to clean the room. That happened every day. Location: The area is very sketchy. All the attractions are far if you're planning to walk. If you do so, be prepared to walk through some bad neighbourhoods. In conclusion, this has been the worst experience I've ever had with a hotel (I thought I had my worst experience when I went to L.A.). I will never consider Ibis or any of its hotels for my future stays anywhere in the world. I would've spent more money if I had known how bad this hotel was. Money wasn't an issue but I decided to book this hotel after researching hotels and reviews because in my opinion Paris is overrated and hotels in Paris are overpriced. Hotel star rating in Europe, Paris in this specific case, is definitely not the same as in North America. Spend a little more money and find a better hotel. I DO NOT recommend this hotel!!! Nor does my partner!",2014-06-15,ibis chateau-landon
tripadvisor,4 stars,"We stayed in this hotel for 4 nights in late May. The hotel staff were very pleasant, and spoke excellent English. The hotel is just a few minutes walk from the Gare Du Nord railway station for Eurostar and CDG airport, making it an ideaql location. it is also just 100 metres from the nearest metro station which is then just a few stops from the ""attractions"" of Paris. The location couldn't have been better and is quiet too. The rooms are fairly spacious for a city centre hotel, and are cleaned daily. We decided against choosing the breakfast buffet option, after all, we were in PARIS! Eat out! I would definitely recommend this hotel to anyone wanting a few nights in a beautiful city",2014-06-14,ibis chateau-landon
tripadvisor,4 stars,Great location close to Gare du Nord and Metro lines. Good quality Ibis hotel - met all the usual standards although room was a little small - though not bad for Paris. Cost was reasonable - for Paris - and the breakfast was of a good standard.,2014-06-12,ibis chateau-landon
tripadvisor,4 stars,"We booked this hotel for it's convenience from one Orly one day and out of CDG the next morning. The train was a very convenient and efficient. Like all the Hotel Ibis with which we stayed, this hotel was clean and reasonably priced. i don'[t spend tome in the room so that is all I need.",2014-06-08,ibis chateau-landon
tripadvisor,4 stars,The hotel is located just five minutes away from Gare du Nord and therefore ideal for travellers using Eurostar or Thalys train services. The room was quite small but in a town like Paris you´ll never spend more time in your room than necessary. Around the hotel are a lot of affordable restaurants.,2014-06-04,ibis chateau-landon
tripadvisor,4 stars,Good location to Gare du Nord station. Staff very helpful. Breakfast buffet is plentiful and good quality. Only concern was no air conditioning in room so to cool room we had to open window. But this would not stop us from staying again,2014-06-01,ibis chateau-landon
tripadvisor,2 stars,"I have booked this hotel 8 months before my visit to Paris, maybe with a lowest price (90 EUR/night for a double room w/o breakfast), but at the end I would say the price/performance ratio was one the worst, between the hotels that I've visited so far. Location not bad, near to Gare du Nord, which from there you can take the RER B to the CDG airport, and near to Gare del Est, which has also a very good connection with the Paris metro. Maybe we got one of the worst room in the hotel (room number 104, avoid to stay here!!!), where we were woken up already at 07:30 am because of the noise coming from the breakfast room just beneath the room. And then at 08:30 you hear the cleaning ladies talking and shouting! with eachother while cleaning the rooms starting with the 1.floor. Personnel at the reception was mediocre, the check-in took maybe more than 20 minutes, thanks god I had a prinout from booking.com with me, because the staff said that there is no reservation at all! The another thing was that there were only two towels in the room altough we were in a double room, it should be normally the big towels and two small towels, so everyday I needed to go the reception and to beg for 2 more towels!! Anyway, I wouldn't recommend this hotel, by the way, if you think that the hotel is close to the train stations, you could leave your baggage there after check-out and could have a last chance to visit the city, then you have to take into consideration that there is luggage room on the -1 floor, where you have to pay between 2,50-5,00 EUR depending on the size of your luggage, which is normally at most of the hotels for free !!!",2014-05-24,ibis chateau-landon
tripadvisor,1 stars,"They couldn't give us a room on our first night, we had to stay in another hotel. Our first room was very terrible with a clogged sink and shower. We had to change our room. Hotel was old and crowded.",2014-05-20,ibis chateau-landon
tripadvisor,2 stars,"The bathroom was disgraceful! The main door from the bedroom would not shut properly, the catch was broken. The shower unit panels did not fit properly, so water leaked onto the floor while we had showers. there were no proper bath towels, only 2 standard towels and a small hand towel which we used as a bath mat and for mopping up the leaks onto the floor. The whole bathroom had an air of neglect, with chipped paintwork, Etc.",2014-05-19,ibis chateau-landon
tripadvisor,3 stars,"A standard Ibis so little original to say. But a worrying new development I'd not come across before is no luggage storage on offer - you have to pay for a locker in the basement. And when I used them, it jammed shut and I had to drag the reception staff to fix it.",2014-05-16,ibis chateau-landon
tripadvisor,3 stars,"I felt a little deceived from the hotel name given that there were multiple ibis properties around Gare du Nord and the fact that this hotel was a bit of a walk from the station. Things got a little scary at night when I had to cross a bridge which was unlit at night. Although the rooms itself were clean, the staff was friendly, I am still disappointed at their inability to clearly indicate the location of the hotel to would-be first time visitors.",2014-05-14,ibis chateau-landon
tripadvisor,4 stars,A basic Ibis hotel near the gare du nord ( 500 metres). A lot cheaper than many hotels in the area. The reception staff are very good at check-in and if they have a room free before the 12pm check in time they will give it to you-so a great bonus there. Basic rooms and can be a bit noisy at night-but you don't spend much time in your hotel in Paris do you?,2014-05-05,ibis chateau-landon
tripadvisor,4 stars,We got to paris earlier than we were able to check in so we thought we'd go to the hotel to see if they had an area for our luggage. They let us check in 2 and a half hours early with no charge which I was very happy about. The room was pretty good...the only negative I have about the room is that you can hear everything that is going on outside but we managed to sleep just fine. The area isn't fantastic but is a great location as it's just around the corner from gare du nord. Would recommend the hotel to a friend,2014-04-25,ibis chateau-landon
tripadvisor,2 stars,"This hotel was very unpleasant to stay in. The area is quite seedy. The room appeared to be relatively clean and there was good hot water. However the room condition was bad. Holes in the curtains, no working air conditioning so the room was cold and no spare blankets. Although this was a non smoking room, it reeked of stale smoke, I could smell it in my sleep and through out the stay. Thank goodness it was only 2 nights. The wifi was excellent and the hotel staff was most helpful.",2014-03-23,ibis chateau-landon
tripadvisor,4 stars,The hotel is located close to the Nord Railway station. Not a luxury hotel but it offers nice stay at affordable price. The rooms are clean & well maintained. The staff is polite & friendly. The breakfast is average.,2014-03-22,ibis chateau-landon
